73,405
1196,0
77,229
1160,0
66,187
1226,0
74,331
1200,0
125,166
1188,0
54,336
1143,0
89,457
1198,0
37,363
1229,0
95,260
1169,0
94,330
1179,0
118,603
1174,0
78,752
1199,0
79,386
1186,0
51,329
1173,0
114,250
1258,0
63,349
1199,0
57,205
1146,0
69,356
1201,0
65,486
1197,0
93,695
1217,0
77,179
1214,0
86,277
1189,0
63,566
1244,0
48,253
1207,0
69,561
1174,0
46,575
1180,0
106,626
1227,0
101,251
1218,0
80,594
1234,0
100,588
1180,0
58,641
1215,0
58,208
1227,0
80,656
1205,0
50,293
1194,0
77,287
1207,0
79,464
1175,0
60,186
1202,0
80,646
1195,0
56,347
1230,0
69,237
1200,0
101,128
1203,0
92,292
1191,0
91,294
1135,0
73,389
1195,0
70,274
1202,0
76,704
1189,0
86,1015
1219,0
116,475
1146,0
86,359
1200,0
71,833
1190,0
106,352
1167,0
72,1041
1201,0
95,206
1245,0
73,223
1190,0
53,216
1211,0
167,994
1241,0
81,566
1194,0
66,512
1215,0
58,353
1188,0
62,198
1157,0
68,283
1214,0
70,992
1238,0
77,981
1201,0
112,350
1169,0
65,402
1175,0
51,332
1203,0
53,363
1216,0
86,365
1244,0
104,253
1234,0
97,280
1218,0
90,540
1157,0
74,352
1170,0
95,1134
1243,0
46,510
1197,0
89,512
1168,0
90,174
1184,0
82,340
1171,0
77,435
1202,0
84,269
1224,0
87,433
1258,0
75,532
1182,0
90,638
1188,0
72,498
1181,0
59,283
1208,0
103,450
1210,0
70,144
1204,0
51,216
1179,0
116,294
1257,0
65,259
1206,0
71,595
1146,0
96,613
1239,0
77,451
1184,0
56,262
1216,0
63,176
1112,0
84,334
1179,0
64,386
1161,0
81,423
1210,0
47,926
1231,0
93,723
1222,0
87,384
1165,0
61,246
1237,0
95,1085
1186,0
55,576
1207,0
101,263
1227,0
80,194
1180,0
99,263
1212,0
90,311
1164,0
99,214
1223,0
117,274
1223,0
72,497
1187,0
78,468
1151,0
87,575
1190,0
78,190
1216,0
96,347
1146,0
105,1241
1245,0
83,470
1164,0
86,933
1213,0
56,314
1157,0
88,337
1213,0
74,811
1197,0
71,865
1186,0
79,376
1188,0
74,160
1197,0
87,190
1228,0
75,208
1202,0
102,937
1179,0
60,739
1188,0
69,319
1209,0
79,357
1155,0
72,734
1211,0
62,411
1200,0
86,241
1193,0
98,312
1229,0
109,450
1183,0
74,452
1210,0
64,203
1204,0
109,144
1178,0
68,592
1255,0
72,413
1198,0
92,665
1225,0
66,295
1199,0
68,384
1226,0
80,364
1189,0
89,812
1205,0
84,249
1246,0
94,471
1240,0
46,652
1224,0
95,336
1188,0
88,381
1191,0
82,470
1204,0
77,381
1229,0
95,144
1230,0
81,691
1197,0
75,476
1182,0
103,265
1231,0
79,314
1211,0
72,435
1176,0
91,333
1182,0
87,361
1233,0
67,292
1210,0
68,373
1217,0
85,178
1213,0
112,608
1198,0
88,166
1251,0
61,403
1220,0
80,189
1206,0
80,304
1178,0
76,298
1202,0
72,858
1235,0
59,346
1182,0
115,151
1221,0
84,293
1225,0
54,179
1177,0
97,795
1194,0
71,264
1245,0
82,370
1193,0
55,340
1179,0
91,155
1183,0
92,487
1185,0
67,448
1192,0
108,529
1166,0
79,489
1200,0
78,265
1199,0
98,224
1183,0
49,503
1242,0
137,428
1169,0
47,375
1185,0
91,273
1185,0
59,264
1179,0
36,314
1211,0
93,414
1204,0
48,649
1186,0
95,1453
1219,0
66,678
1197,0
106,340
1243,0
93,345
1214,0
86,519
1195,0
65,653
1199,0
92,638
1207,0
62,563
1195,0
54,532
1195,0
44,241
1200,0
97,937
1195,0
91,289
1223,0
67,581
1198,0
63,220
1193,0
48,450
1207,0
71,881
1230,0
69,584
1220,0
66,273
1229,0
43,575
1183,0
113,278
1197,0
77,851
1216,0
81,654
1245,0
47,344
1184,0
65,398
1221,0
92,456
1142,0
65,169
1200,0
80,256
1223,0
59,425
1217,0
100,476
1244,0
55,380
1211,0
70,432
1171,0
74,730
1220,0
85,1034
1224,0
77,369
1232,0
74,268
1186,0
71,286
1226,0
77,128
1204,0
69,772
1224,0
90,321
1212,0
100,554
1171,0
52,699
1193,0
89,185
1165,0
76,524
1216,0
98,294
1182,0
62,486
1181,0
105,511
1201,0
104,283
1163,0
69,692
1252,0
82,480
1196,0
82,325
1188,0
63,714
1193,0
70,753
1222,0
64,399
1193,0
93,403
1193,0
94,466
1198,0
75,616
1208,0
84,626
1189,0
103,392
1195,0
64,414
1204,0
62,446
1201,0
73,354
1184,0
78,356
1194,0
91,197
1181,0
112,259
1176,0
71,284
1145,0
70,1052
1243,0
80,301
1202,0
84,426
1216,0
108,541
1184,0
73,317
1185,0
59,378
1211,0
78,522
1246,0
122,371
1185,0
72,389
1191,0
57,501
1189,0
67,785
1226,0
59,453
1232,0
94,979
1162,0
76,357
1201,0
95,375
1246,0
99,174
1165,0
99,605
1157,0
61,183
1217,0
68,897
1153,0
107,168
1202,0
90,798
1231,0
94,275
1198,0
123,341
1212,0
120,190
1197,0
77,240
1207,0
79,932
1206,0
66,163
1194,0
63,243
1219,0
72,536
1226,0
83,196
1176,0
67,752
1200,0
109,424
1230,0
99,205
1175,0
69,404
1174,0
55,404
1211,0
59,421
1158,0
82,202
1184,0
96,161
1209,0
89,536
1237,0
112,405
1198,0
98,669
1181,0
67,182
1221,0
107,429
1208,0
101,377
1204,0
65,777
1186,0
70,314
1166,0
80,835
1157,0
115,257
1204,0
70,413
1233,0
93,303
1202,0
90,449
1205,0
83,584
1219,0
86,708
1268,0
65,295
1208,0
102,555
1183,0
53,396
1220,0
62,403
1218,0
69,278
1192,0
79,316
1186,0
34,590
1230,0
133,980
1191,0
83,329
1157,0
131,135
1197,0
78,594
1207,0
86,528
1226,0
71,285
1217,0
102,182
1137,0
81,362
1170,0
76,225
1231,0
62,624
1175,0
49,415
1245,0
80,228
1173,0
96,274
1196,0
91,309
1197,0
62,278
1193,0
95,92
1194,0
81,291
1181,0
81,448
1186,0
88,322
1191,0
65,174
1216,0
87,208
1183,0
104,269
1175,0
88,111
1211,0
98,240
1196,0
73,238
1180,0
83,317
1187,0
48,857
1203,0
83,459
1220,0
83,406
1234,0
64,394
1178,0
109,223
1189,0
117,504
1232,0
68,209
1185,0
64,490
1175,0
52,241
1179,0
75,371
1217,0
114,158
1178,0
79,413
1207,0
97,589
1180,0
94,383
1197,0
75,433
1201,0
93,414
1187,0
61,475
1184,0
105,296
1170,0
81,626
1178,0
75,337
1175,0
105,277
1214,0
47,166
1235,0
58,177
1241,0
81,312
1195,0
61,435
1191,0
97,406
1209,0
88,1239
1178,0
63,497
1210,0
113,294
1167,0
127,112
1186,0
85,534
1209,0
81,880
1179,0
108,278
1199,0
76,200
1192,0
65,534
1211,0
76,149
1152,0
80,558
1192,0
56,819
1231,0
43,252
1174,0
92,295
1191,0
90,529
1212,0
111,162
1234,0
51,229
1167,0
90,775
1184,0
64,274
1212,0
95,137
1166,0
51,309
1177,0
73,298
1186,0
84,511
1150,0
64,288
1210,0
72,371
1186,0
92,153
1195,0
89,198
1187,0
64,415
1178,0
68,238
1203,0
52,888
1195,0
100,1042
1206,0
78,359
1185,0
104,878
1252,0
69,388
1177,0
57,340
1228,0
60,227
1230,0
78,401
1250,0
92,272
1222,0
82,292
1208,0
48,863
1183,0
32,736
1214,0
112,675
1256,0
70,715
1190,0
73,426
1155,0
50,418
1187,0
81,775
1224,0
81,745
1206,0
65,680
1230,0
89,418
1192,0
45,242
1218,0
70,706
1222,0
82,563
1210,0
109,436
1180,0
78,407
1219,0
